Step,Mode,PendulumAngle,PendulumVelocity,MotorPosition,MotorVelocity,dt,Voltage
251,Swingup,4319.82,0.00,-3.92,0.00,0.003000,0.00
252,Swingup,4319.82,0.00,-3.92,0.00,0.003904,0.00
253,Swingup,4319.82,0.00,-3.92,0.00,0.003185,0.00
254,Swingup,4319.82,0.00,-3.92,0.00,0.003750,0.00
255,Swingup,4319.82,0.00,-3.92,0.00,0.003382,0.00
256,Swingup,4319.82,0.00,-3.92,0.00,0.003378,0.00
257,Swingup,4319.82,0.00,-3.92,0.00,0.003586,0.00
258,Swingup,4319.82,0.00,-3.92,0.00,0.003356,0.00
259,Swingup,4319.82,0.00,-3.92,0.00,0.003417,0.00
260,Swingup,4319.82,0.00,-3.92,0.00,0.003439,0.00
261,Swingup,4319.82,0.00,-3.92,0.00,0.003250,0.00
262,Swingup,4319.82,0.00,-3.92,0.00,0.003588,0.00
263,Swingup,4319.82,0.00,-3.92,0.00,0.003492,0.00
264,Swingup,4319.82,0.00,-3.92,0.00,0.003696,0.00
265,Swingup,4319.82,0.00,-3.92,0.00,0.003309,0.00
266,Swingup,4319.82,0.00,-3.92,0.00,0.003840,0.00
267,Swingup,4319.82,0.00,-3.92,0.00,0.003338,0.00
268,Swingup,4319.82,0.00,-3.92,0.00,0.003273,0.00
269,Swingup,4319.82,0.00,-3.92,0.00,0.003326,0.00
270,Swingup,4319.82,0.00,-3.92,0.00,0.003663,0.00
271,Swingup,4319.82,0.00,-3.92,0.00,0.003713,0.00
272,Swingup,4319.82,0.00,-3.92,0.00,0.003560,0.00
273,Swingup,4319.82,0.00,-3.92,0.00,0.003045,0.00
274,Swingup,4319.82,0.00,-3.92,0.00,0.003970,0.00
275,Swingup,4319.82,0.00,-3.92,0.00,0.003133,0.00
276,Swingup,4319.82,0.00,-3.92,0.00,0.003781,0.00
277,Swingup,4319.82,0.00,-3.92,0.00,0.003059,0.00
278,Swingup,4319.82,0.00,-3.92,0.00,0.003355,0.00
279,Swingup,4319.82,0.00,-3.92,0.00,0.004289,0.00
280,Swingup,4319.82,0.00,-3.92,0.00,0.003585,0.00
281,Swingup,4319.82,0.00,-3.92,0.00,0.005356,0.00
282,Swingup,4319.82,0.00,-3.92,0.00,0.003720,0.00
283,Swingup,4319.82,0.00,-3.92,0.00,0.003160,0.00
284,Swingup,4319.82,0.00,-3.92,0.00,0.003569,0.00
285,Swingup,4319.82,0.00,-3.92,0.00,0.003809,0.00
286,Swingup,4319.82,0.00,-3.92,0.00,0.003529,0.00
287,Swingup,4319.82,0.00,-3.92,0.00,0.003748,0.00
