Step,Mode,PendulumAngle,PendulumVelocity,MotorPosition,MotorVelocity,dt,Voltage
295,Swingup,17999.82,0.00,-0.93,0.00,0.002805,0.00
296,Swingup,17999.82,0.00,-0.93,0.00,0.003082,0.00
297,Swingup,17999.82,0.00,-0.93,0.00,0.002907,0.00
298,Swingup,17999.82,0.00,-0.93,0.00,0.003188,0.00
299,Swingup,17999.82,0.00,-0.93,0.00,0.002660,0.00
300,Swingup,17999.82,0.00,-0.93,0.00,0.003449,0.00
301,Swingup,17999.82,0.00,-0.93,0.00,0.002879,0.00
302,Swingup,17999.82,0.00,-0.93,0.00,0.003028,0.00
303,Swingup,17999.82,0.00,-0.93,0.00,0.002826,0.00
304,Swingup,17999.82,0.00,-0.93,0.00,0.003334,0.00
305,Swingup,17999.82,0.00,-0.93,0.00,0.002815,0.00
306,Swingup,17999.82,0.00,-0.93,0.00,0.002635,0.00
307,Swingup,17999.82,0.00,-0.93,0.00,0.003061,0.00
308,Swingup,17999.82,0.00,-0.93,0.00,0.003303,0.00
309,Swingup,17999.82,0.00,-0.93,0.00,0.003118,0.00
310,Swingup,17999.82,0.00,-0.93,0.00,0.002539,0.00
311,Swingup,17999.82,0.00,-0.93,0.00,0.003233,0.00
312,Swingup,17999.82,0.00,-0.93,0.00,0.002953,0.00
313,Swingup,17999.82,0.00,-0.93,0.00,0.003220,0.00
314,Swingup,17999.82,0.00,-0.93,0.00,0.003612,0.00
315,Swingup,17999.82,0.00,-0.93,0.00,0.002518,0.00
316,Swingup,17999.82,0.00,-0.93,0.00,0.002830,0.00
317,Swingup,17999.82,0.00,-0.93,0.00,0.002849,0.00
318,Swingup,17999.82,0.00,-0.93,0.00,0.003038,0.00
319,Swingup,17999.82,0.00,-0.93,0.00,0.002870,0.00
320,Swingup,17999.82,0.00,-0.93,0.00,0.002877,0.00
321,Swingup,17999.82,0.00,-0.93,0.00,0.003129,0.00
322,Swingup,17999.82,0.00,-0.93,0.00,0.003025,0.00
323,Swingup,17999.82,0.00,-0.93,0.00,0.003139,0.00
324,Swingup,17999.82,0.00,-0.93,0.00,0.003179,0.00
325,Swingup,17999.82,0.00,-0.93,0.00,0.003360,0.00
326,Swingup,17999.82,0.00,-0.93,0.00,0.002586,0.00
327,Swingup,17999.82,0.00,-0.93,0.00,0.002879,0.00
328,Swingup,17999.82,0.00,-0.93,0.00,0.003081,0.00
329,Swingup,17999.82,0.00,-0.93,0.00,0.003317,0.00
330,Swingup,17999.82,0.00,-0.93,0.00,0.003309,0.00
331,Swingup,17999.82,0.00,-0.93,0.00,0.002733,0.00
332,Swingup,17999.82,0.00,-0.93,0.00,0.002838,0.00
333,Swingup,17999.82,0.00,-0.93,0.00,0.003293,0.00
334,Swingup,17999.82,0.00,-0.93,0.00,0.003093,0.00
335,Swingup,17999.82,0.00,-0.93,0.00,0.003040,0.00
336,Swingup,17999.82,0.00,-0.93,0.00,0.003149,0.00
337,Swingup,17999.82,0.00,-0.93,0.00,0.003127,0.00
338,Swingup,17999.82,0.00,-0.93,0.00,0.003345,0.00
339,Swingup,17999.82,0.00,-0.93,0.00,0.002800,0.00
340,Swingup,17999.82,0.00,-0.93,0.00,0.002820,0.00
341,Swingup,17999.82,0.00,-0.93,0.00,0.003237,0.00
